word_LOWERCASE	Word_CASE_SENSITIVE	FREQcount|f	CDcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	len|f	MRC_Imag|f	NumMeanings	NumSenses	SingleWordOrPhrase	transitive_verb	intransitive_verb	adjective	noun	verb	plural_noun	adverb	suffix	interjection	prefix	preposition	abbreviation	NONE_EMPTYLINEINOTHERFILE	conjunction	pronoun	indefinite_article	auxiliary_verb	plural_pronoun	imperative_verb	definite_article	SouthFloridaAssociation_target	posBigram_PythonFromSubtl	coltN_py_fromSUBTL	wordNetNumSenses	LevenshteinDistance_subtl	nPhon_Nwatch	nSyll_Nwatch
vet	vet	296	193	288	189	5.8	2.4728	2.3	2.2878	3	494	2	4	singleword.	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vet	23	22	6	1	3	1
shag	shag	97	66	85	57	1.9	1.9912	0.79	1.8261	4	N/A	2	5	singleword.	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	shag	87	16	6	1	3	1
mush	mush	143	92	89	73	2.8	2.1584	1.1	1.9685	4	N/A	2	5	singleword.	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	N/A	113	17	6	1	3	1
mode	mode	263	198	236	187	5.16	2.4216	2.36	2.2989	4	N/A	2	5	singleword.	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	121	17	6	1	3	1
pod	pod	408	128	285	117	8	2.6117	1.53	2.1106	3	N/A	2	5	singleword.	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	30	32	6	1	3	1
nap	nap	645	487	626	481	12.65	2.8102	5.81	2.6884	3	N/A	2	5	singleword.	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nap	32	31	6	1	3	1
gin	gin	575	317	403	252	11.27	2.7604	3.78	2.5024	3	555	3	5	singleword.	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gin	25	28	6	1	3	1
zip	zip	389	279	231	200	7.63	2.5911	3.33	2.4472	3	N/A	2	6	singleword.	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	17	17	6	1.1	3	1
gig	gig	571	380	553	374	11.2	2.7574	4.53	2.5809	3	437	2	6	singleword.	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	22	22	6	1	3	1
hide	hide	3554	2348	3208	2224	69.69	3.5508	27.99	3.3709	4	430	2	6	singleword.	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hide	81	14	6	1.05	3	1
mole	mole	411	162	316	148	8.06	2.6149	1.93	2.2122	4	567	4	6	singleword.	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mole	179	27	6	1	3	1
peel	peel	273	189	231	164	5.35	2.4378	2.25	2.2788	4	436	2	7	singleword.	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	peel	142	15	6	1.05	3	1
pen	pen	1261	816	1164	774	24.73	3.1011	9.73	2.9122	3	576	2	7	singleword.	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pen	26	29	6	1	3	1
con	con	644	387	521	331	12.63	2.8096	4.61	2.5888	3	N/A	3	7	singleword.	3	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	con	33	33	6	1	3	1
shed	shed	560	412	514	398	10.98	2.749	4.91	2.616	4	602	2	8	singleword.	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	shed	111	14	6	1	3	1
hawk	Hawk	650	249	150	106	12.75	2.8136	2.97	2.3979	4	591	3	9	singleword.	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hawk	79	5	6	1.45	3	1
bus	bus	3783	1546	3607	1504	74.18	3.578	18.43	3.1895	3	N/A	2	4	singleword.	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bus	16	21	7	1	3	1
hull	hull	215	114	165	96	4.22	2.3345	1.36	2.0607	4	N/A	2	5	singleword.	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hull	132	19	7	1	3	1
keen	keen	228	208	209	192	4.47	2.3598	2.48	2.3201	4	335	2	5	singleword.	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	133	10	7	1.3	3	1
sole	sole	268	236	250	224	5.25	2.4298	2.81	2.3747	4	462	3	5	singleword.	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sole	167	17	7	1	3	1
jade	Jade	259	69	98	43	5.08	2.415	0.82	1.8451	4	459	2	6	singleword.	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	87	13	7	1.2	3	1
wise	wise	1452	1046	1278	963	28.47	3.1623	12.47	3.0199	4	412	2	6	singleword.	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wise	101	14	7	1.05	3	1
mail	mail	1879	1110	1718	1061	36.84	3.2742	13.23	3.0457	4	548	2	6	singleword.	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mail	152	19	7	1	3	1
fell	fell	3723	2423	3604	2393	73	3.571	28.89	3.3845	4	431	4	7	singleword.	3	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fell	138	21	7	1	3	1
pet	pet	1029	623	910	574	20.18	3.0128	7.43	2.7952	3	589	2	8	singleword.	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pet	25	31	7	1	3	1
fan	fan	1792	1097	1562	1037	35.14	3.2536	13.08	3.0406	3	582	2	8	singleword.	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fan	29	31	7	1	3	1
peep	peep	226	185	177	153	4.43	2.356	2.21	2.2695	4	437	2	9	singleword.	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	132	15	7	1.05	3	1
boil	boil	303	255	271	234	5.94	2.4829	3.04	2.4082	4	533	2	9	singleword.	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	boil	117	8	7	1.4	3	1
pat	Pat	933	357	178	156	18.29	2.9703	4.26	2.5539	3	386	2	9	singleword.	2	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	pat	36	42	7	1	3	1
sin	sin	813	494	739	465	15.94	2.9106	5.89	2.6946	3	441	2	5	singleword.	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sin	28	31	8	1	3	1
lime	lime	168	123	143	109	3.29	2.2279	1.47	2.0934	4	563	3	7	singleword.	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	lime	103	18	8	1	3	1
pip	Pip	131	50	46	33	2.57	2.1206	0.6	1.7076	3	N/A	5	7	singleword.	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	26	29	8	1	3	1
rib	rib	301	214	264	198	5.9	2.48	2.55	2.3324	3	586	2	8	singleword.	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	rib	22	25	8	1	3	1
log	log	610	397	555	370	11.96	2.786	4.73	2.5999	3	N/A	2	8	singleword.	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	log	26	27	8	1	3	1
buff	buff	127	98	102	87	2.49	2.1072	1.17	1.9956	4	N/A	2	9	singleword.	2	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	85	13	8	1.1	3	1
peck	peck	180	84	94	57	3.53	2.2577	1	1.9294	4	494	2	9	singleword.	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	115	15	8	1.15	3	1
jet	jet	721	413	565	361	14.14	2.8585	4.92	2.617	3	585	2	9	singleword.	1	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	jet	23	24	8	1	3	1
tick	tick	370	204	286	184	7.25	2.5694	2.43	2.3118	4	N/A	3	9	singleword.	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tick	121	16	8	1	3	1
crow	crow	227	132	156	107	4.45	2.3579	1.57	2.1239	4	578	2	5	singleword.	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	crow	81	11	9	1.15	3	1
ban	ban	160	84	125	71	3.14	2.2068	1	1.9294	3	N/A	3	5	singleword.	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ban	33	35	9	1	3	1
bass	bass	385	224	306	188	7.55	2.5866	2.67	2.3522	4	544	3	5	singleword.	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bass	168	23	9	1	3	1
bush	bush	720	403	369	273	14.12	2.8579	4.8	2.6064	4	549	2	6	singleword.	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bush	122	14	9	1.05	3	1
yard	yard	1278	776	1093	714	25.06	3.1069	9.25	2.8904	4	568	2	6	singleword.	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yard	168	14	9	1.15	3	1
corn	corn	725	403	633	361	14.22	2.8609	4.8	2.6064	4	601	2	7	singleword.	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	corn	190	21	9	1	3	1
size	size	2353	1695	2267	1652	46.14	3.3718	20.21	3.2294	4	415	2	7	singleword.	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	size	51	5	9	1.5	3	1
pose	pose	347	256	329	247	6.8	2.5416	3.05	2.4099	4	N/A	2	8	singleword.	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	125	20	9	1	3	1
page	page	1912	1146	1512	1024	37.49	3.2817	13.66	3.0596	4	555	2	8	singleword.	2	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	page	102	15	9	1	3	1
coil	coil	82	61	82	61	1.61	1.9191	0.73	1.7924	4	492	2	9	singleword.	1	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	124	15	9	1.1	3	1
forge	Forge	166	103	80	78	3.25	2.2227	1.23	2.017	5	N/A	2	9	singleword.	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	268	5	9	1.4	3	1
file	file	2246	1279	2129	1243	44.04	3.3516	15.25	3.1072	4	442	2	9	singleword.	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	file	151	23	9	1	3	1
cat	cat	3383	1386	2855	1241	66.33	3.5294	16.52	3.1421	3	617	2	5	singleword.	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cat	35	38	10	1	3	1
bat	bat	1052	561	913	525	20.63	3.0224	6.69	2.7497	3	586	3	6	singleword.	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bat	37	39	10	1	3	1
sheet	sheet	592	464	579	459	11.61	2.7731	5.53	2.6675	5	594	2	8	singleword.	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sheet	268	7	10	1.55	3	1
pot	pot	1149	763	1084	736	22.53	3.0607	9.1	2.8831	3	598	2	8	singleword.	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pot	30	36	10	1	3	1
jerk	jerk	1690	1110	1531	1031	33.14	3.2281	13.23	3.0457	4	479	2	6	singleword.	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	jerk	117	5	11	1.55	3	1
rag	rag	244	184	236	178	4.78	2.3892	2.19	2.2672	3	N/A	3	7	singleword.	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	rag	28	30	11	1	3	1
card	card	4357	2107	4236	2076	85.43	3.6393	25.12	3.3239	4	578	2	6	singleword.	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	card	202	21	13	1	3	1
rail	rail	233	176	215	162	4.57	2.3692	2.1	2.248	4	556	3	6	singleword.	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	rail	133	17	15	1	3	1
firm	firm	1799	966	1754	944	35.27	3.2553	11.52	2.9854	4	404	2	8	singleword.	1	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	firm	86	5	15	1.6	3	1
base	base	1804	1011	1584	940	35.37	3.2565	12.05	3.0052	4	436	2	9	singleword.	2	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	base	151	18	29	1	3	1
soil	soil	397	291	383	282	7.78	2.5999	3.47	2.4654	4	566	2	10	singleword.	2	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	soil	97	10	5	1.25	3	1
fry	fry	428	329	352	293	8.39	2.6325	3.92	2.5185	3	N/A	2	10	singleword.	2	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fry	12	14	6	1.05	3	1
bail	bail	885	522	793	497	17.35	2.9474	6.22	2.7185	4	480	3	11	singleword.	4	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	141	18	7	1	3	1
lash	lash	85	73	58	54	1.67	1.9345	0.87	1.8692	4	N/A	2	12	singleword.	5	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	lash	149	19	7	1	3	1
hail	Hail	613	334	191	137	12.02	2.7882	3.98	2.525	4	477	2	12	singleword.	4	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	hail	134	17	7	1	3	1
rate	rate	1271	943	1250	934	24.92	3.1045	11.24	2.975	4	311	2	14	singleword.	5	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	rate	154	28	7	1	3	1
foil	foil	62	53	60	52	1.22	1.7993	0.63	1.7324	4	495	3	10	singleword.	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	foil	80	11	8	1.3	3	1
gall	gall	101	82	92	77	1.98	2.0086	0.98	1.9191	4	N/A	3	10	singleword.	2	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	174	22	8	1	3	1
cock	cock	580	313	523	289	11.37	2.7642	3.73	2.4969	4	586	3	12	singleword.	3	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	160	17	8	1	3	1
duck	duck	1263	703	938	562	24.76	3.1017	8.38	2.8476	4	632	3	12	singleword.	3	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	duck	110	18	8	1	3	1
nip	nip	165	128	121	111	3.24	2.2201	1.53	2.1106	3	486	2	11	singleword.	5	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	21	20	9	1	3	1
hop	hop	977	652	563	416	19.16	2.9903	7.77	2.8149	3	554	2	11	singleword.	3	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hop	28	31	9	1	3	1
bark	bark	280	207	240	188	5.49	2.4487	2.47	2.3181	4	539	2	10	singleword.	3	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bark	205	25	9	1	3	1
gag	gag	360	271	339	255	7.06	2.5575	3.23	2.4346	3	N/A	2	10	singleword.	4	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gag	30	30	9	1	3	1
mill	mill	486	191	350	154	9.53	2.6875	2.28	2.2833	4	N/A	2	10	singleword.	4	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mill	172	25	9	1	3	1
reel	reel	166	110	137	100	3.25	2.2227	1.31	2.0453	4	487	3	11	singleword.	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reel	136	13	9	1	3	1
jog	jog	123	99	110	95	2.41	2.0934	1.18	2	3	504	2	12	singleword.	3	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	jog	20	21	9	1	3	1
tag	tag	708	481	544	418	13.88	2.8506	5.73	2.683	3	N/A	2	13	singleword.	5	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tag	36	38	9	1	3	1
rock	rock	4394	1905	3219	1631	86.16	3.643	22.71	3.2801	4	612	2	13	singleword.	3	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	rock	130	15	9	1	3	1
buck	Buck	1721	697	612	469	33.75	3.236	8.31	2.8439	4	N/A	4	13	singleword.	4	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buck	120	18	9	1	3	1
rake	rake	152	87	97	80	2.98	2.1847	1.04	1.9445	4	550	3	17	singleword.	8	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	rake	122	23	9	1	3	1
lean	lean	529	427	385	336	10.37	2.7243	5.09	2.6314	4	472	2	11	singleword.	1	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	lean	163	17	10	1	3	1
gum	gum	683	442	616	416	13.39	2.8351	5.27	2.6464	3	N/A	2	12	singleword.	3	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gum	21	23	10	1	3	1
cap	cap	956	619	687	524	18.75	2.9809	7.38	2.7924	3	N/A	2	12	singleword.	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cap	30	30	10	1	3	1
boom	boom	1112	585	609	390	21.8	3.0465	6.97	2.7679	4	N/A	2	12	singleword.	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	boom	165	12	10	1.05	3	1
mat	mat	178	139	166	135	3.49	2.2529	1.66	2.1461	3	537	3	12	singleword.	3	1	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mat	38	39	10	1	3	1
rap	rap	665	429	609	408	13.04	2.8235	5.11	2.6335	3	388	3	12	singleword.	4	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	rap	28	28	10	1	3	1
race	race	3157	1154	3014	1121	61.9	3.4994	13.76	3.0626	4	457	2	13	singleword.	2	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	race	113	20	10	1	3	1
bowl	bowl	1094	682	817	563	21.45	3.0394	8.13	2.8344	4	579	2	14	singleword.	2	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bowl	107	10	10	1.25	3	1
knot	knot	188	151	187	150	3.69	2.2765	1.8	2.1818	4	N/A	2	15	singleword.	4	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	knot	43	6	10	1.6	3	1
pipe	pipe	989	643	853	558	19.39	2.9956	7.67	2.8089	4	598	2	15	singleword.	4	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pipe	85	12	10	1.15	3	1
heel	heel	377	281	305	242	7.39	2.5775	3.35	2.4502	4	597	2	11	singleword.	2	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	heel	139	14	11	1.05	3	1
pool	pool	2396	1200	2311	1180	46.98	3.3797	14.31	3.0795	4	577	2	11	singleword.	1	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pool	151	15	11	1.05	3	1
jam	jam	690	461	592	413	13.53	2.8395	5.5	2.6646	3	569	2	13	singleword.	6	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	jam	28	27	11	1	3	1
pad	pad	415	327	390	312	8.14	2.6191	3.9	2.5159	3	N/A	2	14	singleword.	3	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pad	33	35	11	1	3	1
pile	pile	672	529	642	508	13.18	2.828	6.31	2.7243	4	513	3	15	singleword.	5	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pile	157	19	11	1	3	1
pit	pit	674	450	602	419	13.22	2.8293	5.36	2.6542	3	589	2	16	singleword.	4	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pit	30	36	11	1	3	1
lap	lap	687	519	647	496	13.47	2.8376	6.19	2.716	3	531	3	18	singleword.	6	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	lap	34	35	11	1	3	1
net	net	793	541	699	479	15.55	2.8998	6.45	2.734	3	540	2	11	singleword.	3	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	net	23	25	12	1	3	1
bob	Bob	4666	968	86	57	91.49	3.669	11.54	2.9863	3	N/A	3	12	singleword.	3	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	31	32	12	1	3	1
bang	bang	1019	588	625	433	19.98	3.0086	7.01	2.7701	4	470	2	13	singleword.	4	3	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	bang	201	23	12	1	3	1
dock	dock	497	307	441	289	9.75	2.6972	3.66	2.4886	4	559	4	13	singleword.	5	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dock	141	16	12	1.05	3	1
butt	butt	1967	1295	1856	1255	38.57	3.294	15.44	3.1126	4	N/A	4	14	singleword.	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	butt	78	10	12	1.3	3	1
sack	sack	659	504	586	488	12.92	2.8195	6.01	2.7033	4	548	3	11	singleword.	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sack	145	19	13	1	3	1
port	port	741	382	544	312	14.53	2.8704	4.55	2.5832	4	546	5	16	singleword.	2	1	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	port	170	20	14	1	3	1
tip	tip	1409	1031	1326	995	27.63	3.1492	12.29	3.0137	3	483	4	20	singleword.	7	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip	26	28	14	1	3	1
lock	lock	2885	1866	2267	1548	56.57	3.4603	22.25	3.2711	4	532	2	12	singleword.	3	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	lock	143	19	15	1	3	1
seal	seal	752	472	565	382	14.75	2.8768	5.63	2.6749	4	563	2	14	singleword.	4	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seal	147	18	15	1	3	1
root	root	534	382	473	357	10.47	2.7284	4.55	2.5832	4	565	3	16	singleword.	4	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	root	153	17	15	1	3	1
bull	bull	1403	665	917	497	27.51	3.1474	7.93	2.8235	4	N/A	2	10	singleword.	1	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bull	145	18	15	1	3	1
ring	ring	4730	2075	4299	1973	92.75	3.675	24.74	3.3172	4	601	2	28	singleword.	5	8	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ring	191	17	15	1	3	1
shock	shock	1468	1085	1402	1053	28.78	3.167	12.94	3.0358	5	471	3	11	singleword.	4	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	shock	249	7	16	1.5	3	1
rush	rush	1602	1231	1503	1177	31.41	3.2049	14.68	3.0906	4	404	2	13	singleword.	3	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	rush	111	16	16	1	3	1
hack	hack	436	288	351	269	8.55	2.6405	3.43	2.4609	4	N/A	2	19	singleword.	6	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	151	20	16	1	3	1
rack	rack	397	320	362	303	7.78	2.5999	3.81	2.5065	4	439	5	15	singleword.	5	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	rack	150	20	18	1	3	1
fly	fly	4335	2117	4008	2045	85	3.6371	25.24	3.3259	3	582	2	15	singleword.	3	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fly	9	11	20	1.25	3	1
tap	tap	752	480	653	440	14.75	2.8768	5.72	2.6821	3	541	2	16	singleword.	7	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tap	36	38	20	1	3	1
pack	pack	2235	1592	1947	1423	43.82	3.3495	18.98	3.2022	4	N/A	2	17	singleword.	8	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pack	156	25	22	1	3	1
blow	blow	4976	2826	4475	2660	97.57	3.697	33.69	3.4513	4	458	2	17	singleword.	7	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	blow	81	11	29	1.05	3	1
mark	Mark	4183	1587	1393	983	82.02	3.6216	18.92	3.2009	4	434	2	17	singleword.	6	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mark	216	25	30	1	3	1
lead	lead	4246	2517	4021	2426	83.25	3.6281	30.01	3.4011	4	488	2	30	singleword.	10	5	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	lead	137	15	32	1	3	1
chess	chess	380	189	332	176	7.45	2.5809	2.25	2.2788	5	N/A	3	3	singleword.	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chess	212	4	2	1.7	3	1
chum	chum	156	94	132	91	3.06	2.1959	1.12	1.9777	4	N/A	2	5	singleword.	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	68	8	3	1.4	3	1
couch	couch	1197	792	1171	776	23.47	3.0785	9.44	2.8993	5	536	2	8	singleword.	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	couch	341	9	4	1.4	3	1
chap	chap	324	228	311	222	6.35	2.5119	2.72	2.3598	4	N/A	2	4	singleword.	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	95	15	5	1	3	1
roach	roach	135	73	89	59	2.65	2.1335	0.87	1.8692	5	N/A	2	3	singleword.	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	roach	259	5	7	1.65	3	1
hatch	hatch	654	258	508	245	12.82	2.8162	3.08	2.4133	5	N/A	3	9	singleword.	3	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hatch	309	10	8	1.4	3	1
chip	chip	1051	490	799	413	20.61	3.022	5.84	2.6911	4	N/A	2	8	singleword.	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chip	79	14	14	1.05	3	1
match	match	2521	1557	2416	1521	49.43	3.4017	18.56	3.1926	5	490	2	9	singleword.	3	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	match	340	9	19	1.4	3	1
chase	chase	1673	944	894	743	32.8	3.2238	11.25	2.9754	5	N/A	3	12	singleword.	5	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chase	307	5	6	1.4	3	1
chuck	Chuck	1096	363	106	91	21.49	3.0402	4.33	2.5611	5	N/A	3	10	singleword.	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chuck	212	6	7	1.55	3	1
chop	chop	694	453	551	393	13.61	2.842	5.4	2.6571	4	575	3	10	singleword.	4	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chop	88	14	10	1	3	1
hitch	hitch	208	170	168	152	4.08	2.3201	2.03	2.233	5	N/A	2	11	singleword.	3	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hitch	226	14	12	1.25	3	1
